索引,核酸提取编号,华大编号,提取日期,样本类型,核酸类型,样本体积(ml)/质量(mg),提取方法,浓度(ng/ul),体积(ul),冰箱位置,孔板号,孔位,提取总量(ng),成功建库使用量(ng),失败建库使用量(ng),科研项目使用量(ng),其他使用量(ng),剩余量(ng),备注,上次修改时间,创建时间
1812,20P5383613,20P5383613,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1813,20P5383612,20P5383612,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1814,20P5383611,20P5383611,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1815,20P5383610,20P5383610,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1816,20P5383609,20P5383609,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1817,20P5383608,20P5383608,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1818,20P5383607,20P5383607,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1819,20P5383606,20P5383606,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1820,20P5383605,20P5383605,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1821,20P5383604,20P5383604,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1822,20P5383603,20P5383603,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1823,20P5383602,20P5383602,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1824,20P5383601,20P5383601,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1825,20P5383600,20P5383600,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1826,20P5383599,20P5383599,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1827,20P5383598,20P5383598,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1828,20P5383597,20P5383597,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1829,20P5383596,20P5383596,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1830,20P5383595,20P5383595,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1831,20P5383594,20P5383594,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1832,20P5383593,20P5383593,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1833,20P5383592,20P5383592,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1834,20P5383591,20P5383591,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1835,20P5383590,20P5383590,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1836,20P5383589,20P5383589,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1837,20P5383588,20P5383588,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1838,20P5383587,20P5383587,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1839,20P5383586,20P5383586,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1840,20P5383585,20P5383585,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1841,20P5383584,20P5383584,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1842,20P5383583,20P5383583,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1843,20P5383582,20P5383582,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1844,20P5383581,20P5383581,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1845,20P5383580,20P5383580,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1846,20P5383579,20P5383579,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1847,20P5383578,20P5383578,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1848,20P5383577,20P5383577,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1849,20P5383576,20P5383576,2000-01-01,S,gDNA,9999.0,无,9999.0,100.0,无,无,无,999900.0,0.0,0.0,0.0,0.0,999900.0,无,2020/08/21 02:35,2020/08/21 02:35
1850,20S7501094,20S7501094,2000-01-01,T,DNA,9999.0,委托上海,250.777,150.0,无,无,无,37616.55,0.0,0.0,0.0,0.0,37616.55,无,2020/08/21 02:35,2020/08/21 02:35
1851,20S7501093,20S7501093,2000-01-01,T,DNA,9999.0,委托上海,118.565,150.0,无,无,无,17784.75,0.0,0.0,0.0,0.0,17784.75,无,2020/08/21 02:35,2020/08/21 02:35
1852,20S7501092,20S7501092,2000-01-01,T,DNA,9999.0,委托上海,73.354,150.0,无,无,无,11003.1,0.0,0.0,0.0,0.0,11003.1,无,2020/08/21 02:35,2020/08/21 02:35
1853,20S7501091,20S7501091,2000-01-01,T,DNA,9999.0,委托上海,132.633,150.0,无,无,无,19894.95,0.0,0.0,0.0,0.0,19894.95,无,2020/08/21 02:35,2020/08/21 02:35
1854,20S7501090,20S7501090,2000-01-01,T,DNA,9999.0,委托上海,213.64,150.0,无,无,无,32046.0,0.0,0.0,0.0,0.0,32046.0,无,2020/08/21 02:35,2020/08/21 02:35
1855,20S7501089,20S7501089,2000-01-01,T,DNA,9999.0,委托上海,102.829,150.0,无,无,无,15424.35,0.0,0.0,0.0,0.0,15424.35,无,2020/08/21 02:35,2020/08/21 02:35
1856,20S7501088,20S7501088,2000-01-01,T,DNA,9999.0,委托上海,173.489,150.0,无,无,无,26023.35,0.0,0.0,0.0,0.0,26023.35,无,2020/08/21 02:35,2020/08/21 02:35
1857,20S7501087,20S7501087,2000-01-01,T,DNA,9999.0,委托上海,133.662,150.0,无,无,无,20049.3,0.0,0.0,0.0,0.0,20049.3,数据量不够，结果不准,2020/08/21 02:35,2020/08/21 02:35
1858,20S7501086,20S7501086,2000-01-01,T,DNA,9999.0,委托上海,241.643,150.0,无,无,无,36246.45,0.0,0.0,0.0,0.0,36246.45,无,2020/08/21 02:35,2020/08/21 02:35
1859,20S7501085,20S7501085,2000-01-01,T,DNA,9999.0,委托上海,370.615,150.0,无,无,无,55592.25,0.0,0.0,0.0,0.0,55592.25,无,2020/08/21 02:35,2020/08/21 02:35
1860,20S7501084,20S7501084,2000-01-01,T,DNA,9999.0,委托上海,96.424,150.0,无,无,无,14463.6,0.0,0.0,0.0,0.0,14463.6,数据量不够，结果不准,2020/08/21 02:35,2020/08/21 02:35
1861,20S7501083,20S7501083,2000-01-01,T,DNA,9999.0,委托上海,86.766,150.0,无,无,无,13014.9,0.0,0.0,0.0,0.0,13014.9,无,2020/08/21 02:35,2020/08/21 02:35
1862,20S7501082,20S7501082,2000-01-01,T,DNA,9999.0,委托上海,306.204,150.0,无,无,无,45930.6,0.0,0.0,0.0,0.0,45930.6,无,2020/08/21 02:35,2020/08/21 02:35
1863,20S7501081,20S7501081,2000-01-01,T,DNA,9999.0,委托上海,361.63,150.0,无,无,无,54244.5,0.0,0.0,0.0,0.0,54244.5,无,2020/08/21 02:35,2020/08/21 02:35
1864,20S7501080,20S7501080,2000-01-01,T,DNA,9999.0,委托上海,326.184,150.0,无,无,无,48927.6,0.0,0.0,0.0,0.0,48927.6,无,2020/08/21 02:35,2020/08/21 02:35
1865,20S7501079,20S7501079,2000-01-01,T,DNA,9999.0,委托上海,46.712,150.0,无,无,无,7006.8,0.0,0.0,0.0,0.0,7006.8,无,2020/08/21 02:35,2020/08/21 02:35
1866,20S7501078,20S7501078,2000-01-01,T,DNA,9999.0,委托上海,58.233,150.0,无,无,无,8734.95,0.0,0.0,0.0,0.0,8734.95,无,2020/08/21 02:35,2020/08/21 02:35
1867,20S7501077,20S7501077,2000-01-01,T,DNA,9999.0,委托上海,487.685,150.0,无,无,无,73152.75,0.0,0.0,0.0,0.0,73152.75,无,2020/08/21 02:35,2020/08/21 02:35
1868,20S7501076,20S7501076,2000-01-01,T,DNA,9999.0,委托上海,695.466,150.0,无,无,无,104319.9,0.0,0.0,0.0,0.0,104319.9,无,2020/08/21 02:35,2020/08/21 02:35
1869,20S7501075,20S7501075,2000-01-01,T,DNA,9999.0,委托上海,377.217,150.0,无,无,无,56582.55,0.0,0.0,0.0,0.0,56582.55,无,2020/08/21 02:35,2020/08/21 02:35
1870,20S7501074,20S7501074,2000-01-01,T,DNA,9999.0,委托上海,225.854,150.0,无,无,无,33878.1,0.0,0.0,0.0,0.0,33878.1,无,2020/08/21 02:35,2020/08/21 02:35
1871,20S7501073,20S7501073,2000-01-01,T,DNA,9999.0,委托上海,269.375,150.0,无,无,无,40406.25,0.0,0.0,0.0,0.0,40406.25,无,2020/08/21 02:35,2020/08/21 02:35
1872,20S7501072,20S7501072,2000-01-01,T,DNA,9999.0,委托上海,280.342,150.0,无,无,无,42051.3,0.0,0.0,0.0,0.0,42051.3,无,2020/08/21 02:35,2020/08/21 02:35
1873,20S7501071,20S7501071,2000-01-01,T,DNA,9999.0,委托上海,222.255,150.0,无,无,无,33338.25,0.0,0.0,0.0,0.0,33338.25,无,2020/08/21 02:35,2020/08/21 02:35
1874,20S7501070,20S7501070,2000-01-01,T,DNA,9999.0,委托上海,384.084,150.0,无,无,无,57612.6,0.0,0.0,0.0,0.0,57612.6,无,2020/08/21 02:35,2020/08/21 02:35
1875,20S7501069,20S7501069,2000-01-01,T,DNA,9999.0,委托上海,316.728,150.0,无,无,无,47509.2,0.0,0.0,0.0,0.0,47509.2,无,2020/08/21 02:35,2020/08/21 02:35
1876,20S7501068,20S7501068,2000-01-01,T,DNA,9999.0,委托上海,417.355,150.0,无,无,无,62603.25,0.0,0.0,0.0,0.0,62603.25,无,2020/08/21 02:35,2020/08/21 02:35
1877,20S7501067,20S7501067,2000-01-01,T,DNA,9999.0,委托上海,360.49,150.0,无,无,无,54073.5,0.0,0.0,0.0,0.0,54073.5,无,2020/08/21 02:35,2020/08/21 02:35
1878,20S7501066,20S7501066,2000-01-01,T,DNA,9999.0,委托上海,745.869,150.0,无,无,无,111880.35,0.0,0.0,0.0,0.0,111880.35,无,2020/08/21 02:35,2020/08/21 02:35
1879,20S7501065,20S7501065,2000-01-01,T,DNA,9999.0,委托上海,266.217,150.0,无,无,无,39932.55,0.0,0.0,0.0,0.0,39932.55,无,2020/08/21 02:35,2020/08/21 02:35
1880,20S7501064,20S7501064,2000-01-01,T,DNA,9999.0,委托上海,412.418,150.0,无,无,无,61862.7,0.0,0.0,0.0,0.0,61862.7,无,2020/08/21 02:35,2020/08/21 02:35
1881,20S7501063,20S7501063,2000-01-01,T,DNA,9999.0,委托上海,300.804,150.0,无,无,无,45120.6,0.0,0.0,0.0,0.0,45120.6,无,2020/08/21 02:35,2020/08/21 02:35
1882,20S7501062,20S7501062,2000-01-01,T,DNA,9999.0,委托上海,81.255,150.0,无,无,无,12188.25,0.0,0.0,0.0,0.0,12188.25,无,2020/08/21 02:35,2020/08/21 02:35
1883,20S7501061,20S7501061,2000-01-01,T,DNA,9999.0,委托上海,281.991,150.0,无,无,无,42298.65,0.0,0.0,0.0,0.0,42298.65,无,2020/08/21 02:35,2020/08/21 02:35
1884,20S7501060,20S7501060,2000-01-01,T,DNA,9999.0,委托上海,268.303,150.0,无,无,无,40245.45,0.0,0.0,0.0,0.0,40245.45,无,2020/08/21 02:35,2020/08/21 02:35
1885,20S7501059,20S7501059,2000-01-01,T,DNA,9999.0,委托上海,512.323,150.0,无,无,无,76848.45,0.0,0.0,0.0,0.0,76848.45,无,2020/08/21 02:35,2020/08/21 02:35
1886,20S7501058,20S7501058,2000-01-01,T,DNA,9999.0,委托上海,346.869,150.0,无,无,无,52030.35,0.0,0.0,0.0,0.0,52030.35,无,2020/08/21 02:35,2020/08/21 02:35
1887,20S7501057,20S7501057,2000-01-01,T,DNA,9999.0,委托上海,209.68,150.0,无,无,无,31452.0,0.0,0.0,0.0,0.0,31452.0,无,2020/08/21 02:35,2020/08/21 02:35
1888,20S7501056,20S7501056,2000-01-01,T,DNA,9999.0,委托上海,263.282,150.0,无,无,无,39492.3,0.0,0.0,0.0,0.0,39492.3,无,2020/08/21 02:35,2020/08/21 02:35
1889,20S7501055,20S7501055,2000-01-01,T,DNA,9999.0,委托上海,728.181,150.0,无,无,无,109227.15,0.0,0.0,0.0,0.0,109227.15,无,2020/08/21 02:35,2020/08/21 02:35
1890,20S7501054,20S7501054,2000-01-01,T,DNA,9999.0,委托上海,281.263,150.0,无,无,无,42189.45,0.0,0.0,0.0,0.0,42189.45,无,2020/08/21 02:35,2020/08/21 02:35
1891,20S7501053,20S7501053,2000-01-01,T,DNA,9999.0,委托上海,387.958,150.0,无,无,无,58193.7,0.0,0.0,0.0,0.0,58193.7,无,2020/08/21 02:35,2020/08/21 02:35
1892,20S7501052,20S7501052,2000-01-01,T,DNA,9999.0,委托上海,654.935,150.0,无,无,无,98240.25,0.0,0.0,0.0,0.0,98240.25,数据量不够，结果不准,2020/08/21 02:35,2020/08/21 02:35
1893,20S7501051,20S7501051,2000-01-01,T,DNA,9999.0,委托上海,219.615,150.0,无,无,无,32942.25,0.0,0.0,0.0,0.0,32942.25,无,2020/08/21 02:35,2020/08/21 02:35
1894,20S7501050,20S7501050,2000-01-01,T,DNA,9999.0,委托上海,257.054,150.0,无,无,无,38558.1,0.0,0.0,0.0,0.0,38558.1,无,2020/08/21 02:35,2020/08/21 02:35
1895,20S7501049,20S7501049,2000-01-01,T,DNA,9999.0,委托上海,661.531,150.0,无,无,无,99229.65,0.0,0.0,0.0,0.0,99229.65,无,2020/08/21 02:35,2020/08/21 02:35
1896,20S7501048,20S7501048,2000-01-01,T,DNA,9999.0,委托上海,297.89,150.0,无,无,无,44683.5,0.0,0.0,0.0,0.0,44683.5,无,2020/08/21 02:35,2020/08/21 02:35
1897,20S7501047,20S7501047,2000-01-01,T,DNA,9999.0,委托上海,226.723,150.0,无,无,无,34008.45,0.0,0.0,0.0,0.0,34008.45,无,2020/08/21 02:35,2020/08/21 02:35
1898,20S7501046,20S7501046,2000-01-01,T,DNA,9999.0,委托上海,224.711,150.0,无,无,无,33706.65,0.0,0.0,0.0,0.0,33706.65,无,2020/08/21 02:35,2020/08/21 02:35
1899,20S7501045,20S7501045,2000-01-01,T,DNA,9999.0,委托上海,356.789,150.0,无,无,无,53518.35,0.0,0.0,0.0,0.0,53518.35,无,2020/08/21 02:35,2020/08/21 02:35
1900,20S7501044,20S7501044,2000-01-01,T,DNA,9999.0,委托上海,116.824,150.0,无,无,无,17523.6,0.0,0.0,0.0,0.0,17523.6,无,2020/08/21 02:35,2020/08/21 02:35
1901,20S7501043,20S7501043,2000-01-01,T,DNA,9999.0,委托上海,339.846,150.0,无,无,无,50976.9,0.0,0.0,0.0,0.0,50976.9,无,2020/08/21 02:35,2020/08/21 02:35
1902,20S7501042,20S7501042,2000-01-01,T,DNA,9999.0,委托上海,177.98,150.0,无,无,无,26697.0,0.0,0.0,0.0,0.0,26697.0,无,2020/08/21 02:35,2020/08/21 02:35
1903,20S7501041,20S7501041,2000-01-01,T,DNA,9999.0,委托上海,392.47,150.0,无,无,无,58870.5,0.0,0.0,0.0,0.0,58870.5,无,2020/08/21 02:35,2020/08/21 02:35
1904,20S7501040,20S7501040,2000-01-01,T,DNA,9999.0,委托上海,455.919,150.0,无,无,无,68387.85,0.0,0.0,0.0,0.0,68387.85,无,2020/08/21 02:35,2020/08/21 02:35
1905,20S7501039,20S7501039,2000-01-01,T,DNA,9999.0,委托上海,350.602,150.0,无,无,无,52590.3,0.0,0.0,0.0,0.0,52590.3,无,2020/08/21 02:35,2020/08/21 02:35
1906,20S7501038,20S7501038,2000-01-01,T,DNA,9999.0,委托上海,274.153,150.0,无,无,无,41122.95,0.0,0.0,0.0,0.0,41122.95,无,2020/08/21 02:35,2020/08/21 02:35
1907,20S7501037,20S7501037,2000-01-01,T,DNA,9999.0,委托上海,259.372,150.0,无,无,无,38905.8,0.0,0.0,0.0,0.0,38905.8,无,2020/08/21 02:35,2020/08/21 02:35
1908,20S7501036,20S7501036,2000-01-01,T,DNA,9999.0,委托上海,247.085,150.0,无,无,无,37062.75,0.0,0.0,0.0,0.0,37062.75,无,2020/08/21 02:35,2020/08/21 02:35
1909,20S7501035,20S7501035,2000-01-01,T,DNA,9999.0,委托上海,387.477,150.0,无,无,无,58121.55,0.0,0.0,0.0,0.0,58121.55,无,2020/08/21 02:35,2020/08/21 02:35
1910,20S7501034,20S7501034,2000-01-01,T,DNA,9999.0,委托上海,187.626,150.0,无,无,无,28143.9,0.0,0.0,0.0,0.0,28143.9,无,2020/08/21 02:35,2020/08/21 02:35
1911,20S7501033,20S7501033,2000-01-01,T,DNA,9999.0,委托上海,236.254,150.0,无,无,无,35438.1,0.0,0.0,0.0,0.0,35438.1,无,2020/08/21 02:35,2020/08/21 02:35
1912,20S7501032,20S7501032,2000-01-01,T,DNA,9999.0,委托上海,389.407,150.0,无,无,无,58411.05,0.0,0.0,0.0,0.0,58411.05,无,2020/08/21 02:35,2020/08/21 02:35
1913,20S7501031,20S7501031,2000-01-01,T,DNA,9999.0,委托上海,570.96,150.0,无,无,无,85644.0,0.0,0.0,0.0,0.0,85644.0,无,2020/08/21 02:35,2020/08/21 02:35
1914,20S7501030,20S7501030,2000-01-01,T,DNA,9999.0,委托上海,586.808,150.0,无,无,无,88021.2,0.0,0.0,0.0,0.0,88021.2,无,2020/08/21 02:35,2020/08/21 02:35
1915,20S7501029,20S7501029,2000-01-01,T,DNA,9999.0,委托上海,355.445,150.0,无,无,无,53316.75,0.0,0.0,0.0,0.0,53316.75,无,2020/08/21 02:35,2020/08/21 02:35
1916,20S7501028,20S7501028,2000-01-01,T,DNA,9999.0,委托上海,251.851,150.0,无,无,无,37777.65,0.0,0.0,0.0,0.0,37777.65,无,2020/08/21 02:35,2020/08/21 02:35
1917,20S7501027,20S7501027,2000-01-01,T,DNA,9999.0,委托上海,268.982,150.0,无,无,无,40347.3,0.0,0.0,0.0,0.0,40347.3,无,2020/08/21 02:35,2020/08/21 02:35
1918,20S7501026,20S7501026,2000-01-01,T,DNA,9999.0,委托上海,530.545,150.0,无,无,无,79581.75,0.0,0.0,0.0,0.0,79581.75,无,2020/08/21 02:35,2020/08/21 02:35
1919,20S7501025,20S7501025,2000-01-01,T,DNA,9999.0,委托上海,241.866,150.0,无,无,无,36279.9,0.0,0.0,0.0,0.0,36279.9,无,2020/08/21 02:35,2020/08/21 02:35
1920,20S7501024,20S7501024,2000-01-01,T,DNA,9999.0,委托上海,220.921,150.0,无,无,无,33138.15,0.0,0.0,0.0,0.0,33138.15,无,2020/08/21 02:35,2020/08/21 02:35
1921,20S7501023,20S7501023,2000-01-01,T,DNA,9999.0,委托上海,119.601,150.0,无,无,无,17940.15,0.0,0.0,0.0,0.0,17940.15,无,2020/08/21 02:35,2020/08/21 02:35
1922,20S7501022,20S7501022,2000-01-01,T,DNA,9999.0,委托上海,392.514,150.0,无,无,无,58877.1,0.0,0.0,0.0,0.0,58877.1,无,2020/08/21 02:35,2020/08/21 02:35
1923,20S7501021,20S7501021,2000-01-01,T,DNA,9999.0,委托上海,598.953,150.0,无,无,无,89842.95,0.0,0.0,0.0,0.0,89842.95,无,2020/08/21 02:35,2020/08/21 02:35
1924,20S7501020,20S7501020,2000-01-01,T,DNA,9999.0,委托上海,316.431,150.0,无,无,无,47464.65,0.0,0.0,0.0,0.0,47464.65,无,2020/08/21 02:35,2020/08/21 02:35
1925,20S7501019,20S7501019,2000-01-01,T,DNA,9999.0,委托上海,265.718,150.0,无,无,无,39857.7,0.0,0.0,0.0,0.0,39857.7,无,2020/08/21 02:35,2020/08/21 02:35
1926,20S7501018,20S7501018,2000-01-01,T,DNA,9999.0,委托上海,218.151,150.0,无,无,无,32722.65,0.0,0.0,0.0,0.0,32722.65,数据量不够，结果不准,2020/08/21 02:35,2020/08/21 02:35
1927,20S7501017,20S7501017,2000-01-01,T,DNA,9999.0,委托上海,254.29,150.0,无,无,无,38143.5,0.0,0.0,0.0,0.0,38143.5,无,2020/08/21 02:35,2020/08/21 02:35
1928,20S7501016,20S7501016,2000-01-01,T,DNA,9999.0,委托上海,141.903,150.0,无,无,无,21285.45,0.0,0.0,0.0,0.0,21285.45,无,2020/08/21 02:35,2020/08/21 02:35
1929,20S7501015,20S7501015,2000-01-01,T,DNA,9999.0,委托上海,290.389,150.0,无,无,无,43558.35,0.0,0.0,0.0,0.0,43558.35,无,2020/08/21 02:35,2020/08/21 02:35
1930,20S7501014,20S7501014,2000-01-01,T,DNA,9999.0,委托上海,32.989,150.0,无,无,无,4948.35,0.0,0.0,0.0,0.0,4948.35,无,2020/08/21 02:35,2020/08/21 02:35
1931,20S7501013,20S7501013,2000-01-01,T,DNA,9999.0,委托上海,737.345,150.0,无,无,无,110601.75,0.0,0.0,0.0,0.0,110601.75,无,2020/08/21 02:35,2020/08/21 02:35
1932,20S7501012,20S7501012,2000-01-01,T,DNA,9999.0,委托上海,190.34,150.0,无,无,无,28551.0,0.0,0.0,0.0,0.0,28551.0,无,2020/08/21 02:35,2020/08/21 02:35
1933,20S7501011,20S7501011,2000-01-01,T,DNA,9999.0,委托上海,94.457,150.0,无,无,无,14168.55,0.0,0.0,0.0,0.0,14168.55,无,2020/08/21 02:35,2020/08/21 02:35
1934,20S7501010,20S7501010,2000-01-01,T,DNA,9999.0,委托上海,147.205,150.0,无,无,无,22080.75,0.0,0.0,0.0,0.0,22080.75,数据量不够，结果不准,2020/08/21 02:35,2020/08/21 02:35
1935,20S7501009,20S7501009,2000-01-01,T,DNA,9999.0,委托上海,289.61,150.0,无,无,无,43441.5,0.0,0.0,0.0,0.0,43441.5,无,2020/08/21 02:35,2020/08/21 02:35
1936,20S7501008,20S7501008,2000-01-01,T,DNA,9999.0,委托上海,141.328,150.0,无,无,无,21199.2,0.0,0.0,0.0,0.0,21199.2,无,2020/08/21 02:35,2020/08/21 02:35
1937,20S7501007,20S7501007,2000-01-01,T,DNA,9999.0,委托上海,146.26,150.0,无,无,无,21939.0,0.0,0.0,0.0,0.0,21939.0,无,2020/08/21 02:35,2020/08/21 02:35
1938,20S7501006,20S7501006,2000-01-01,T,DNA,9999.0,委托上海,64.905,150.0,无,无,无,9735.75,0.0,0.0,0.0,0.0,9735.75,无,2020/08/21 02:35,2020/08/21 02:35
1939,20S7501005,20S7501005,2000-01-01,T,DNA,9999.0,委托上海,124.511,150.0,无,无,无,18676.65,0.0,0.0,0.0,0.0,18676.65,无,2020/08/21 02:35,2020/08/21 02:35
1940,20S7501004,20S7501004,2000-01-01,T,DNA,9999.0,委托上海,503.152,150.0,无,无,无,75472.8,0.0,0.0,0.0,0.0,75472.8,无,2020/08/21 02:35,2020/08/21 02:35
1941,20S7501003,20S7501003,2000-01-01,T,DNA,9999.0,委托上海,230.995,150.0,无,无,无,34649.25,0.0,0.0,0.0,0.0,34649.25,无,2020/08/21 02:35,2020/08/21 02:35
1942,20S7501002,20S7501002,2000-01-01,T,DNA,9999.0,委托上海,141.217,150.0,无,无,无,21182.55,0.0,0.0,0.0,0.0,21182.55,无,2020/08/21 02:35,2020/08/21 02:35
1943,20S7501001,20S7501001,2000-01-01,T,DNA,9999.0,委托上海,116.019,150.0,无,无,无,17402.85,0.0,0.0,0.0,0.0,17402.85,无,2020/08/21 02:35,2020/08/21 02:35
1944,20S7501000,20S7501000,2000-01-01,T,DNA,9999.0,委托上海,87.643,150.0,无,无,无,13146.45,0.0,0.0,0.0,0.0,13146.45,无,2020/08/21 02:35,2020/08/21 02:35
1945,20S7500999,20S7500999,2000-01-01,T,DNA,9999.0,委托上海,166.725,150.0,无,无,无,25008.75,0.0,0.0,0.0,0.0,25008.75,无,2020/08/21 02:35,2020/08/21 02:35
1946,20S7500998,20S7500998,2000-01-01,T,DNA,9999.0,委托上海,52.238,150.0,无,无,无,7835.7,0.0,0.0,0.0,0.0,7835.7,无,2020/08/21 02:35,2020/08/21 02:35
